author-link,author-link-href,title-link,title-link-href,text,pagination,pagination-href
"","","The Republic of Bad Taste","http://www.newyorker.com/magazine/2015/06/08/the-republic-of-bad-taste","This was the right thing to have said—he saw it immediately. Not a full-bore burning look from her but unmistakably a spark of fire. He almost resented his loins for warming at the sight; he didn’t want this to be just another seduction. He wanted her to be the way out of the wasteland of seduction he’d been living in.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","Love Is Blind and Deaf","http://www.newyorker.com/magazine/2015/06/08/love-is-blind-and-deaf","It worked until it didn’t. There were only apples to eat, so Adam bound his hands with fig-leaf stems and Eve stuffed her mouth with fig leaves. It was good until it wasn’t. He went to bed before he was tired, pulling a fig-leaf quilt up to his nostrils, which were plugged with torn fig leaves. She squinted through a veil of fig leaves into her fig-leaf phone, the only light in the room of the world, and listened to herself listening to him struggle to breathe. They were always inventing new ways not to be aware of the canyon between them.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","My Curls Have Blown All the Way to China","http://www.newyorker.com/magazine/2015/09/21/my-curls-have-blown-all-the-way-to-china","All the way home I walked and looked only at women. I didn’t see any men in the street at all, or maybe the men had become transparent to me, like glass, except for the Navy heroes, who are already dead and lost. I took an especially close look at women who were wearing miniskirts or shorts, with or without pantyhose. I’ve never liked how women’s legs are thin below the knee and just above the knee get heavier and heavier. What’s sexy about that? Knees in general have always seemed really ugly to me, as though someone had taken two sticks and soldered them together and the solder didn’t turn out well, sort of rough and swollen. There were a few women on the street with a strong smell of perfume, and I started to follow them and tried to sniff—was it Poison? One girl even got annoyed and turned around and said, “Excuse me, what exactly is your problem?” And I answered her, “Nothing. Nice to meet you. My name is Bracha and I’m getting divorced soon.” It was the first time I’d said those words out loud, and when I heard them come out of my mouth I almost fell apart. It was only fear of embarrassment that held me together, because I couldn’t very well fall apart in front of total strangers and start crying in the middle of the street. So I held it in.","",""
"","","In the Act of Falling","http://www.newyorker.com/magazine/2015/09/07/in-the-act-of-falling","They were having coffee in a room at the front of the house, a high-ceilinged, corniced room that she continued to think of as the dining room, though two years on it remained unfurnished, apart from a small mahogany table they’d brought from their old house and two faux Queen Anne chairs. The room was long and narrow, with a south-facing bay window and another, smaller window overlooking the side garden, where their son was going back and forth between the trees, checking and double-checking his knots. He’d found the net in the shed. It wasn’t their net, though she supposed it was now; it had come with the house, and had belonged to one or other of the people who had owned this place before them. Finn had commandeered it for the purpose of catching dead, or soon to be dead, birds. Birds, it seemed, were the next great heralders of the apocalypse, and Finn had decided that it was important to catch them in the act of falling. Before the birds, there had been two long weeks of insects: a meticulous recording of spiders, flies, and beetles, tallies of the dead entered each night in a blue-lined copybook.","",""
"","","Five Arrows","http://www.newyorker.com/magazine/2015/08/03/five-arrows","“I was thinking about your bow, Big Uncle.”","",""
"","","The Freezer Chest","http://www.newyorker.com/magazine/2015/05/25/the-freezer-chest","I should have seen it coming, of course, for he made no secret of not liking me. Once he’d said it in the middle of the cafeteria, and he’d said it straight out: “I don’t like you.” It had been a simple statement, and the place had grown quiet, even though Henrietta was there, too, and I thought she’d protest, since you couldn’t just say things like that; we weren’t twelve anymore. This was high school, after all. I was eighteen, most of us were, but there were a few older students who had dropped out to see the world, or to learn a trade, and had now taken up their schoolbooks again, and Mark was one of them; I think he was twenty-five. But Henrietta didn’t say a word, and so I said it myself, I said you couldn’t just sit there and say that sort of thing, but then Mark looked at me and said you certainly could, somebody ought to. He was sitting there with a classmate who was preparing for teachers college, while Henrietta ate her potato salad and got herself a Coke, and the would-be teacher never said boo.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","My Curls Have Blown All the Way to China","http://www.newyorker.com/magazine/2015/09/21/my-curls-have-blown-all-the-way-to-china","And I have to tell the boys and their wives what’s happened to us.","",""
"","","The Republic of Bad Taste","http://www.newyorker.com/magazine/2015/06/08/the-republic-of-bad-taste","She hardly seemed to be listening; was lost in her unhappiness. “They took my mother away,” she said. “I had to tell them some kind of story. They put her in a psychiatric hospital for addiction, and then she went to prison.”","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","The Prospectors","http://www.newyorker.com/magazine/2015/06/08/the-prospectors","Her voice grew gentle, almost maternal—it was like watching the wind drop out of the world, flattening a full sail. Her shoulders fell, her palms turned out.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","Escape from New York","http://www.newyorker.com/magazine/2015/06/08/escape-from-new-york","Michael adjusted the rearview mirror until he could see Marlon, stretched out on the back seat, reading a book and breaking into the emergency Twinkies, which Michael thought they had all agreed to save till Allentown.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","Little Man","http://www.newyorker.com/magazine/2015/08/10/little-man","You return to the castle the next day, and the next. The King scowls murderously (what story has he been told?) as the Queen runs through a gamut of guesses.","",""
"","","The Prospectors","http://www.newyorker.com/magazine/2015/06/08/the-prospectors","“Aubby? What’s wrong with you?”","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","Little Man","http://www.newyorker.com/magazine/2015/08/10/little-man","You listen carefully, then, when you hear the rumor. Some impoverished miller—a man whose business is going under (the small-mill owners, the ones who grind by hand, are vanishing; their flour and meal cost twice as much as the big-brand products, which are free of the gritty bits that can find their way into a sack of flour no matter how careful you are), a man who has no health insurance or investments or pension plan (he’s needed every cent just to keep the mill open)—that man has told the King that his daughter can spin straw into gold.","",""
